completeness,consistency_unique_news_id,consistency_unique_title,consistency_unique_content,consistency_unique_link,consistency_unique_company,consistency_unique_ticker,consistency_unique_event,consistency_unique_publisher,consistency_unique_language,consistency_unique_actual_side,consistency_unique_market,consistency_unique_clean_title,consistency_unique_clean_content,validity_invalid_begin_price,validity_invalid_end_price,validity_invalid_index_begin_price,validity_invalid_index_end_price,validity_invalid_volume,outliers_price_change_percentage,outliers_daily_alpha,outliers_index_price_change_percentage
"{'news_id': 1.0, 'title': 1.0, 'content': 1.0, 'link': 1.0, 'company': 1.0, 'ticker': 1.0, 'event': 1.0, 'published_date': 1.0, 'publisher': 1.0, 'language': 1.0, 'begin_price': 1.0, 'end_price': 1.0, 'index_begin_price': 1.0, 'index_end_price': 1.0, 'price_change': 1.0, 'price_change_percentage': 1.0, 'index_price_change': 1.0, 'index_price_change_percentage': 1.0, 'daily_alpha': 1.0, 'actual_side': 1.0, 'volume': 1.0, 'market': 1.0, 'calc_price_change': 1.0, 'calc_price_change_percentage': 1.0, 'calc_index_price_change': 1.0, 'calc_index_price_change_percentage': 1.0, 'calc_daily_alpha': 1.0, 'clean_title': 1.0, 'clean_content': 1.0}",22,22,22,22,21,21,15,6,3,2,2,22,22,0,0,0,0,0,0,0,4
